,baseMean,log2FoldChange,lfcSE,pvalue,padj
TARBP1,1142.375771,1.423534466,0.187557418,2.94E-15,5.76E-13
LOC107985364,4.114488072,1.755353573,0.641006175,0.01717915,0.045203359
LINC01348,917.4092772,-1.012112602,0.36109216,0.001043447,0.004712413
GNG4,25.92710263,4.628194258,1.022126363,9.89E-08,2.30E-06
EDARADD,27.60883213,1.139810535,0.43267103,0.000827126,0.003902483
ACTN2,13.5517048,1.035954164,0.574336713,0.006694199,0.021199595
LOC105373220,2.061266094,5.689612089,2.86125991,0.002661103,0.010040962
LINC01139,13.21753224,4.291340973,0.96175949,1.73E-07,3.63E-06
CHRM3,48.72354034,1.453427577,0.462567013,0.000107759,0.000743029
LOC105373225,4.680912396,1.97262435,0.795227263,0.000557294,0.002826685
CHRM3-AS2,6.709728874,1.328406992,0.540279028,0.00115572,0.005119035
CHML,748.9960658,1.234898931,0.277516706,8.89E-07,1.41E-05
EXO1,72.86595819,3.870899002,0.458632086,8.73E-19,4.38E-16
KIF26B,98.68545237,1.360260547,0.386033949,3.25E-05,0.000277393
KIF26B-AS1,6.493096523,1.674195165,0.649033432,0.000502895,0.002596522
LOC105373266,3.637655598,1.250065879,0.55590898,0.002492397,0.009508777
LOC105373265,18.78207829,1.576824529,0.46948838,4.82E-05,0.000384507
LOC105373270,13.17016705,1.116286084,0.365995699,0.000284336,0.001628525
LOC105373269,65.71386849,1.114615315,0.295376501,1.99E-05,0.00018397
SMYD3-AS1,87.09730659,1.271374836,0.277164784,4.47E-07,7.95E-06
LOC112268277,191.8746991,1.00701591,0.202010009,1.01E-07,2.34E-06
LOC107985726,4.33954776,1.210587734,0.462117838,0.001022544,0.004628842
ZNF695,6.672795444,3.732318329,0.868578277,4.15E-05,0.000339763
FLJ39095,9.237596574,2.084657601,0.469399867,5.83E-07,9.88E-06
LINC02897,3.278157521,1.272802291,0.505585077,0.001396803,0.005965714
LOC105373273,3.420384167,2.398409177,1.064251625,0.000676637,0.003321047
LOC107987362,7.066787129,2.386966953,0.636139179,9.22E-06,9.82E-05
LOC105379854,15.23862178,3.102376914,0.653894548,8.24E-08,1.97E-06
LOC105379521,12.05022941,2.889150124,0.734262143,3.05E-06,3.89E-05
LOC101060632,9.486720941,2.477351191,0.530109051,1.63E-07,3.45E-06
LOC107987366,9.438335527,1.738820685,0.56162583,0.000105731,0.000732264
LOC105379524,770.8455692,-1.200412082,0.164688736,6.27E-14,8.95E-12
SOX11,5.412274039,3.751413031,1.170345605,2.80E-05,0.000244852
GRASLND,5.503671782,1.452448436,0.912384827,0.00437936,0.015040637
LOC105373411,14.76504459,-1.804744412,0.54951679,0.000116561,0.00079047
ID2,2171.334111,-1.135045123,0.197943259,2.06E-09,8.67E-08
RRM2,273.1791281,3.14901371,0.349810679,5.70E-21,5.50E-18
LOC105373424,11.00100476,1.839759575,0.522514386,2.22E-05,0.000200102
GREB1,217.9506028,1.513150512,0.375157395,3.58E-06,4.45E-05
MIR3681HG,3.445270493,1.327437256,0.727529285,0.004567508,0.015549957
MYCN,14.99645589,4.10310393,0.751955482,2.22E-09,9.27E-08
LOC105373451,5.456356641,1.908280905,0.622511341,0.000125147,0.000839844
MATN3,20.77843565,4.442276324,0.693065364,1.63E-09,7.01E-08
RHOB,3567.602167,-1.494362682,0.242583674,1.13E-10,7.05E-09
LOC102724948,8.677223104,-2.074121256,0.39306688,1.42E-08,4.56E-07
LINC02923,5.351186315,2.128241115,0.569526262,1.14E-05,0.000116763
KLHL29,123.5661127,1.069208435,0.222534465,2.24E-07,4.46E-06
TP53I3,186.2121495,1.746947675,0.296006579,1.40E-07,3.05E-06
CENPA,19.83481481,2.915621001,0.479002431,4.38E-11,3.02E-09
TRY-GTA2-1,1.822453932,-3.706182283,0.833772598,5.24E-07,9.08E-06
KHK,1003.029688,-1.206693985,0.259822227,6.49E-07,1.08E-05
FNDC4,433.0813211,-1.004996807,0.297495404,0.000163678,0.001037912
GCKR,970.3903449,-1.087758366,0.259587361,5.92E-06,6.85E-05
CAPN13,15.85351594,2.49873547,0.827992731,6.47E-05,0.000487275
GALNT14,12.69694373,-1.395747775,0.265384898,2.08E-08,6.24E-07
EHD3,193.4626748,-1.406308883,0.252530789,4.23E-09,1.59E-07
SRD5A2,553.3146866,-2.874771298,0.45765141,4.62E-11,3.18E-09
LOC107985862,69.20751682,-1.911064512,0.412290662,4.58E-07,8.10E-06
CYP1B1,306.8886656,1.122839051,0.33882543,0.000103692,0.000720531
LOC107985871,5.748295436,1.051077681,0.43152476,0.002033693,0.008072641
LOC105374475,2.042789372,1.362292197,0.986868556,0.009031459,0.027047056
LOC105374497,3.343891872,2.318977804,0.855326319,0.000266908,0.001547423
LINC01794,1.467968177,3.585902531,1.540796598,0.000860022,0.004022913
LOC105374506,11.06436188,1.667356781,0.615495449,0.000331558,0.001840497
LINC01913,1.256067463,2.962153036,1.096559788,0.014553028,0.039627194
LINC01914,3.659125546,1.047792759,0.743989273,0.012580942,0.035228323
LOC105374555,12.24234075,1.261011496,0.248435779,6.02E-08,1.52E-06
LINC01121,2.705626799,3.423032354,1.074174838,2.07E-05,0.000189172
LOC105374577,2.676957114,3.091687529,0.903424937,8.59E-06,9.25E-05
EPCAM,216.2885557,1.916821228,0.775697801,0.000376332,0.002044367
MSH2,325.0244475,1.408800061,0.221659751,1.84E-11,1.41E-09
LOC102724008,2.826023883,1.902726562,0.65221454,0.000283391,0.001624966
NRXN1,13.54479316,-1.887924653,0.672657436,0.000542795,0.002767569
LOC105369165,2.878973125,1.207189419,0.808304667,0.009221693,0.027490877
EML6-AS1,18.09656303,1.864499298,0.367460756,2.35E-08,6.89E-07
MIR217HG,3.503709449,6.903777016,2.786115098,6.08E-05,0.000462696
BCL11A,25.09493092,1.520395567,0.391903232,7.43E-06,8.21E-05
SANBR,151.9775543,1.027736976,0.190451015,1.10E-08,3.67E-07
FAM161A,65.62099466,1.008437988,0.247550342,7.39E-06,8.17E-05
OTX1,4.098166598,2.910005875,0.905486355,4.84E-05,0.000385022
DBIL5P2,4.364772388,1.060454204,0.415485623,0.001647526,0.006812742
LOC107985769,22.15905988,1.568126148,0.379780413,2.56E-06,3.39E-05
LOC105374786,4.458601201,1.376611529,0.74891752,0.00377569,0.013349246
BMP10,155.7597376,-1.550971385,0.673864493,0.002380377,0.00914537
SMANTIS,150.8671343,1.220161105,0.314534898,1.05E-05,0.000109218
VAX2,4.720687859,1.295573459,0.643608025,0.003244589,0.011816144
DQX1,14.8584245,3.365446465,0.840625526,1.57E-06,2.27E-05
LRRTM4,4.561235761,-1.824694355,0.494058674,2.39E-05,0.0002136
LRRTM4-AS1,3.218241872,-1.023596088,0.676759728,0.017282271,0.045424302
REG3A,6.954620527,5.748773426,1.094359713,0.000105514,0.000730965
CTNNA2,28.52648796,6.406514022,1.187639266,1.36E-07,2.99E-06
LOC102724542,46.96113926,6.920002399,0.961063709,3.48E-15,6.52E-13
LOC105374828,4.143321857,7.341386141,2.707153327,1.01E-06,1.57E-05
TRABD2A,59.82437182,1.83598488,0.438943831,1.35E-06,1.99E-05
CAPG,149.1133234,1.421580313,0.383401374,1.56E-05,0.000150211
GNLY,23.05489321,-1.516992798,0.307505575,1.17E-07,2.62E-06
ATOH8,158.8913149,-1.159774619,0.367595871,0.000288154,0.001646259
SNORD94,67.73147303,-1.28903131,0.172277019,1.24E-14,2.08E-12
LOC107985908,3.329523924,1.256455779,0.612806616,0.003780074,0.013360983
LOC105374848,8.653098163,1.425133078,0.572998495,0.000860152,0.004022913
LOC101928347,10.10118439,-1.27882859,0.421356052,0.000357001,0.001957146
IGKV2D-29,12.1887031,-1.196591945,0.603919462,0.006507322,0.020723662
GGT8P,1.934705557,2.674572696,1.30002646,0.001239286,0.005408409
ADRA2B,36.03441111,-2.123011885,0.387561638,5.37E-09,1.97E-07
NCAPH,64.86214181,2.595774017,0.364164065,3.88E-14,5.83E-12
NEURL3,20.4297921,1.202222948,0.449839612,0.00067187,0.00330301
LOC105375310,7.595380821,3.746552782,0.831865178,2.72E-07,5.24E-06
NPAS2,241.2846089,1.038366599,0.269449929,1.64E-05,0.000157039
CREG2,4.741917473,3.647285418,0.880835017,3.40E-07,6.31E-06
RFX8,11.45706165,1.605744321,0.368793291,1.11E-06,1.71E-05
LOC107985926,12.33605611,-1.051898151,0.295443028,7.33E-05,0.000543048
PLGLA,385.0943392,-1.225743507,0.355887286,9.86E-05,0.00069368
SLC5A7,1.895417077,-3.128520533,0.908445188,6.32E-05,0.000478685
SULT1C3,8.292701461,2.522451307,0.505939317,4.03E-08,1.09E-06
SULT1C2,224.4999019,3.904426766,0.374630245,4.91E-27,1.76E-23
SULT1C5P,6.546550651,2.59311613,0.49189835,1.38E-08,4.48E-07
SULT1C4,122.7625488,1.44720662,0.551201237,0.000472201,0.002467345
SOWAHC,762.8063412,-1.113605615,0.233687035,3.95E-07,7.17E-06
LOC102724848,6.177445293,-1.307955362,0.325729954,8.32E-06,9.01E-05
LOC102724875,5.174830369,-1.084437851,0.328182455,0.00016141,0.00102586
BUB1,122.9871911,3.39209704,0.397146396,3.68E-19,2.20E-16
MIR4435-2HG,246.6154801,1.101608419,0.236242514,4.11E-07,7.38E-06
NT5DC4,10.4484558,2.531516283,0.476465953,6.40E-09,2.30E-07
CKAP2L,82.87371206,3.640586395,0.443681299,6.59E-18,2.76E-15
IL1A,9.187607948,1.963925042,0.597609676,5.01E-05,0.000396835
IL1B,52.4449245,-1.605608653,0.335059837,2.37E-07,4.68E-06
IL37,2.595756507,3.07807463,0.873341065,5.04E-06,5.96E-05
IL1RN,461.8735071,-1.749635678,0.298224946,6.30E-10,3.07E-08
MARCO,750.507342,-2.572782807,0.584428192,1.33E-06,1.97E-05
STEAP3-AS1,157.8967177,-1.082806598,0.281147307,2.42E-05,0.000215837
SCTR-AS1,16.40713109,1.189205028,0.541524019,0.002222926,0.008640999
CFAP221,59.67214876,1.582731827,0.446213746,2.22E-05,0.000200102
RNU4ATAC,13.17510185,-1.253667946,0.250923772,9.86E-08,2.29E-06
LOC105373594,10.37918659,3.162200121,0.785826317,1.43E-06,2.10E-05
LOC105373605,3.663201245,1.412821255,1.566810398,0.007518933,0.023284552
CYP27C1,13.74213289,2.268029001,0.484484294,1.62E-07,3.44E-06
PROC,1221.130626,-1.231828637,0.291237865,4.24E-06,5.17E-05
MYO7B,141.8646853,1.607517785,0.393064683,2.61E-06,3.44E-05
LOC105373609,4.059653556,2.217049316,0.658612071,5.05E-05,0.000399294
FAR2P1,19.35429616,6.837328526,1.620114471,5.89E-06,6.82E-05
POTEF,22.69036324,7.509638432,1.503835534,1.49E-07,3.20E-06
POTEI,12.23529891,6.067468618,1.567994093,8.31E-07,1.33E-05
POTEJ,3.602383187,4.07063688,1.582295555,0.00023987,0.001414531
POTEE,24.94111419,5.556812427,1.147683617,1.76E-08,5.42E-07
LINC01087,5.226404151,1.562735844,0.903780983,0.003129156,0.011480375
C2orf27A,66.96119486,1.440689474,0.300790543,1.31E-07,2.88E-06
NCKAP5,167.8239631,-1.194143876,0.245203926,2.14E-07,4.31E-06
NCKAP5-AS1,10.04085818,-1.31013107,0.250755076,2.45E-08,7.13E-07
LOC112268439,19.33893193,-1.019633857,0.232693729,2.57E-06,3.40E-05
MCM6,366.895223,1.224472893,0.249172274,1.08E-07,2.46E-06
LINC01832,4.419425357,1.179708319,0.494417911,0.001959646,0.007842334
SPOPL-DT,100.2034333,1.037560533,0.198671424,2.77E-08,7.95E-07
LOC105373643,4.261498,2.893447387,1.251907947,0.000375839,0.002042127
TEX41,49.7793858,3.279958951,0.58328035,4.50E-10,2.29E-08
LOC105373663,13.15319124,7.184919716,1.588089542,1.21E-09,5.43E-08
LINC01966,13.39679872,7.216752604,1.574551992,5.78E-10,2.84E-08
LOC100505498,43.68778989,2.197852146,0.53258292,1.25E-06,1.88E-05
LYPD6,34.45107511,1.909687036,0.652780239,0.000120194,0.000810949
LOC105373682,30.54651779,-2.443917028,0.510279562,2.00E-07,4.07E-06
LINC01818,26.22673269,-1.570739592,0.519120492,0.000307959,0.001733357
RND3,1545.178641,-1.323849233,0.292701167,1.03E-06,1.60E-05
NEB,995.2038812,2.533159309,0.418472539,4.91E-11,3.34E-09
CACNB4,31.55090979,2.297031527,0.326751855,3.00E-05,0.000258594
GALNT13,6.74791891,2.009912904,0.614812153,5.46E-05,0.000425348
LOC105373703,18.59662279,3.254811564,0.68213065,5.45E-08,1.40E-06
LINC01876,73.5993571,1.786339879,0.348244979,1.62E-08,5.04E-07
LINC01958,1.571629757,2.378416798,0.951333622,0.014302997,0.039075702
LOC105373710,2.205652594,3.065271769,1.133128506,0.000173373,0.001086751
LOC105373709,11.1461869,4.059315394,0.740074881,1.99E-09,8.38E-08
LOC105373717,2.911320214,1.025226063,0.760650042,0.015337156,0.041274122
ITGB6,24.28440101,2.520229988,0.645559795,0.002021618,0.008045431
LOC101929532,11.3914773,2.587618824,0.5097786,1.92E-08,5.85E-07
FAP,127.0482663,2.745226384,0.455238297,4.90E-11,3.34E-09
KCNH7,15.71472888,-1.179503218,0.316878415,1.81E-11,1.39E-09
STK39,250.9926735,1.456113478,0.332071472,8.51E-07,1.36E-05
LOC105373733,2.527979301,2.877488256,1.059311888,0.000151336,0.000976929
SPC25,36.92057842,1.532062556,0.367236802,2.08E-06,2.86E-05
PHOSPHO2-KLHL23,174.4989335,1.33150333,0.237802009,2.25E-09,9.36E-08
KLHL23,161.4147303,1.382322691,0.246152727,1.94E-09,8.22E-08
LOC100130256,8.129139574,1.529859303,0.614408848,0.000732306,0.003537742
GAD1,10.35514655,2.410241703,0.631798829,5.34E-06,6.26E-05
LOC105373737,3.8257394,1.254827463,0.601913325,0.003235574,0.011786787
ITGA6,1268.967555,1.498183109,0.184433831,3.64E-17,1.19E-14
RAPGEF4-AS1,2.855798505,2.015093189,0.578988434,0.00279779,0.010456082
CDCA7,58.52869231,3.325889557,0.650498838,6.85E-09,2.43E-07
LOC107985961,6.298954548,4.107167507,1.093583164,4.13E-06,5.06E-05
LOC107985962,91.77205023,2.638847079,1.132501664,0.000265237,0.001538806
HOXD9,2.400430938,3.116239016,1.217978521,0.000266978,0.001547476
HOXD8,7.110717422,1.890271187,0.693149884,0.000289569,0.001652082
LOC401021,3.884538313,2.40868896,0.796555917,0.000139904,0.000915857
HOXD4,36.21958896,3.862940672,0.662319865,1.37E-10,8.22E-09
HOXD3,4.58644585,2.953769881,0.830240088,1.78E-05,0.000167511
HAGLR,69.13386148,7.521423367,0.908049089,3.64E-19,2.20E-16
HOXD1,6.747036997,5.283164946,1.395155984,1.23E-06,1.85E-05
LINC01116,2.407036727,1.921880526,0.779986178,0.000922333,0.004259742
PDE11A,266.5547444,-1.164319763,0.400534106,0.000632168,0.003144175
LOC107985967,32.62751225,-1.263132571,0.487041941,0.00139618,0.00596407
FSIP2-AS2,6.182816013,1.096693316,0.481134355,0.00259251,0.009844318
LOC107985782,11.17259876,1.793613786,0.488527728,1.44E-05,0.000141376
FSIP2,302.327721,1.281508704,0.306881565,2.74E-06,3.58E-05
FSIP2-AS1,18.63219153,1.244728109,0.372058995,8.15E-05,0.000593856
COL3A1,8431.882757,1.148925525,0.437936262,0.000901109,0.004179412
MIR1245A,2.593172477,1.339648295,0.760834651,0.005612514,0.018421087
MIR1245B,2.593172477,1.339648295,0.760834651,0.005612514,0.018421087
MIR3606,182.63999,1.393386486,0.455668998,0.00014728,0.000956141
COL5A2,1641.443415,1.339897868,0.339621588,6.57E-06,7.43E-05
MFSD6,281.1967208,1.083583221,0.253868258,2.63E-06,3.46E-05
LOC105373802,46.20807266,1.172156385,0.26763943,1.45E-06,2.12E-05
TMEFF2,25.69326192,1.846272021,0.57578862,5.54E-05,0.000429768
CAVIN2-AS1,33.17482158,1.524014345,0.540138537,0.000255804,0.001492707
LOC101927366,15.52110263,1.660393707,0.615678155,0.000315445,0.001769144
LOC105376754,5.895980895,1.219573275,0.674665896,0.004869415,0.016404855
LOC105373816,1.414048931,3.911263144,1.903209639,0.010695616,0.030997275
BOLL,11.33813372,1.158298902,0.560437514,0.003138408,0.011501231
LOC105373828,1.753892595,3.453352132,1.966424923,0.004123788,0.014343512
SATB2,258.0082066,1.093677392,0.224568541,1.52E-07,3.25E-06
SGO2,122.6321238,2.322503439,0.326457427,4.56E-14,6.77E-12
AOX1,18828.33884,-1.213223053,0.444429655,0.001006547,0.004577275
ADAM23,47.74542152,1.386662088,0.498204053,0.000348235,0.001917469
MAP2,680.1870463,1.957733248,0.252077034,5.08E-16,1.25E-13
ACADL,256.8056111,-1.030422139,0.383660937,0.001450005,0.006148981
LANCL1-AS1,31.79400915,1.166833673,0.226954455,3.83E-08,1.05E-06
BARD1,186.1793041,1.111905448,0.23964885,4.58E-07,8.10E-06
SNHG31,8.168857608,2.101245054,0.548899317,7.25E-06,8.06E-05
ABCA12,14.726885,2.00958988,0.491095867,2.10E-06,2.89E-05
LINC00607,36.47451889,2.059864865,0.509372842,2.03E-06,2.82E-05
LINC01614,22.5386199,1.284026743,0.400674703,0.000119951,0.00080974
RPL37A-DT,9.489756156,1.269024402,0.376410918,8.19E-05,0.000596172
IGFBP2,1640.962933,-1.171241359,0.391722628,0.000485417,0.002521755
LOC105373873,3.390385312,2.279490273,0.898268809,0.008908577,0.026776955
CXCR2P1,84.55575356,-1.330447205,0.364006667,4.08E-05,0.000335585
CXCR2,26.78981419,-1.513064849,0.428939803,5.71E-05,0.000440669
CXCR1,14.64357471,-1.681507971,0.464244045,3.63E-05,0.000304464
SLC4A3,10.76803447,2.17054574,0.627588052,0.001554486,0.006497613
LOC105373905,2.984568909,1.823985067,0.627737868,0.00028916,0.001650878
SCG2,8.043223673,3.77606571,0.922809849,1.36E-06,2.02E-05
SERPINE2,259.7669674,1.734936395,0.404313929,1.00E-06,1.56E-05
NYAP2,3.32555778,2.827932715,0.854162196,0.00132198,0.005702447
COL4A3,175.121608,1.243411103,0.402747515,0.000173832,0.001088273
TM4SF20,129.2208228,5.764764694,0.849913732,1.18E-13,1.61E-11
ALPI,1.785524079,6.476907274,1.959698071,0.013922933,0.038226746
EFHD1,69.15915094,-1.123208592,0.395873198,0.00081943,0.00387463
HJURP,73.34852599,3.785817941,0.443843407,4.34E-19,2.42E-16
MSL3P1,45.35757629,1.188392126,0.325799631,2.85E-05,0.000247569
LOC101927896,11.09040003,1.148198579,0.393660823,0.000405693,0.002173748
LOC105373938,2.440690889,1.529487603,0.808530457,0.003808748,0.013441507
IQCA1,12.1164183,1.888339786,0.621067041,9.93E-05,0.000697286
LOC105373945,5.370227644,1.987045217,0.657253269,0.000113348,0.000773701
KLHL30,3.420512053,1.165060616,0.632951153,0.006158504,0.019854708
LOC105373961,3.585454903,2.173978251,0.752885794,0.00019951,0.001218622
GPR35,17.58466206,1.404985604,0.473239038,0.000217613,0.001305676
CROCC2,17.78512636,-1.510515822,0.369550646,5.90E-06,6.83E-05
NEU4,32.42990694,-1.561400949,0.582154398,0.000874308,0.004076203
EGOT,21.76504876,1.475890266,0.273981947,8.67E-05,0.000624285
SSUH2,42.47813856,2.691229968,0.543734662,2.18E-08,6.49E-07
OXTR,16.82505628,1.369472021,0.448020566,0.00016927,0.001065294
LOC107986061,11.68893377,1.132216505,0.416865037,0.000722087,0.003501406
LOC107984112,20.11512363,1.712364299,0.336256354,2.41E-08,7.03E-07
EMC3-AS1,33.52263493,1.390173501,0.310891404,6.99E-07,1.15E-05
FANCD2,177.7829618,1.79221996,0.281066779,1.08E-11,8.83E-10
FANCD2OS,7.204624653,1.489872763,0.401201902,2.11E-05,0.000192235
SLC6A11,98.18207177,3.557592883,0.68714321,4.15E-09,1.57E-07
LOC105376950,7.654239107,3.016115796,0.905278214,2.73E-05,0.000239702
SNORA7A,34.37091112,-1.261278858,0.176860963,1.65E-13,2.18E-11
HDAC11,71.79367105,1.059145473,0.21841345,1.85E-07,3.82E-06
COL6A4P1,3.868963169,4.61360902,1.13988308,8.60E-08,2.05E-06
LOC105376972,3.815297944,1.159410246,0.462374861,0.001623773,0.006733387
SGO1,45.7783244,2.244484774,0.345063881,3.31E-12,3.09E-10
SGO1-AS1,9.865801774,2.538014837,0.476421773,5.90E-09,2.14E-07
ZNF385D,34.76929376,1.568108911,0.637195155,0.000614906,0.003071713
ZNF385D-AS1,1.651594089,4.500624277,1.156525525,0.00278795,0.010425519
LOC107986011,14.27772826,2.7549277,0.610895817,2.39E-07,4.72E-06
LOC105376998,3.898851882,-1.028814983,0.520212321,0.007600494,0.02348665
LRRC3B,3.44760472,1.283732835,0.671785897,0.004288089,0.014793994
LINC01980,6.303166969,5.678188084,1.938650668,7.07E-05,0.000526275
LINC01981,7.050548791,6.054170057,1.900861892,3.40E-05,0.000287368
LOC105377021,5.369842253,3.878420217,1.296433371,3.69E-05,0.000308116
TRIM71,159.9888802,10.12548679,1.313398096,6.60E-22,8.28E-19
DLEC1,507.3647661,-1.372464205,0.222425938,1.15E-10,7.13E-09
LOC105377033,8.675773633,-1.180648305,0.225357994,2.46E-08,7.15E-07
ACAA1,1744.638344,-1.391237803,0.239562604,1.07E-09,4.85E-08
CSRNP1,575.6623642,-1.767140066,0.254717477,5.78E-13,6.42E-11
LOC101928263,8.062662768,-1.357717859,0.311570531,1.82E-06,2.56E-05
VIPR1,149.796952,-2.31985136,0.437257839,1.44E-08,4.61E-07
VIPR1-AS1,8.139581471,-2.235656571,0.386287901,7.63E-10,3.65E-08
GASK1A,111.4809742,-1.49641477,0.400682993,2.69E-05,0.0002367
LOC107986080,6.664458933,1.065200771,0.35762756,0.000442655,0.002342282
LOC101928529,6.490886295,1.486633615,0.429432454,5.05E-05,0.000399142
KIF15,93.215813,3.278952489,0.421628786,2.03E-16,5.43E-14
CLEC3B,66.14227806,-1.441261452,0.360108616,9.39E-06,9.95E-05
TDGF1,67.05789966,1.443609872,0.638324317,0.001159448,0.005131017
PTH1R,89.71717179,-2.04727813,0.373611601,5.56E-09,2.03E-07
CSPG5,7.745370684,2.227631683,0.644912627,2.44E-05,0.000217225
CDC25A,38.81855477,2.257708722,0.408815381,1.41E-09,6.19E-08
SLC26A6,107.2472666,1.224964719,0.238063108,2.97E-08,8.44E-07
CELSR3,101.7987359,2.657074201,0.456342759,1.67E-10,9.72E-09
BSN-DT,3.167382671,1.423034499,0.712683666,0.003323992,0.012070275
MST1,2351.745471,-1.00332056,0.268470769,4.29E-05,0.000349053
TRAIP,26.78022982,2.331448316,0.403013117,3.39E-10,1.80E-08
SEMA3B-AS1,7.555220173,1.198511194,0.373755043,0.000165764,0.001049543
SEMA3B,76.02394816,1.356954182,0.480755487,0.00032025,0.001792485
CISH,296.7253762,-1.335450797,0.307477308,2.33E-06,3.13E-05
DOCK3,25.29722016,1.304044049,0.396487157,8.79E-05,0.000631424
SEMA3G,45.16958048,1.056907792,0.249223313,3.34E-06,4.21E-05
TNNC1,6.813245008,1.66241997,0.68688653,0.000767616,0.003674366
STAB1,1355.888667,-1.07947467,0.2499894,3.38E-06,4.25E-05
ITIH1,15665.16314,-1.294022972,0.313359207,6.02E-06,6.93E-05
ERC2,5.768998676,1.930183258,0.883913498,0.000967107,0.004427412
SPATA12,4.643234011,2.308083569,0.674064192,3.64E-05,0.000305
DNAH12,30.09683599,1.020669578,0.371666583,0.00079825,0.003797095
DNASE1L3,847.4977884,-2.037411343,0.433538563,3.33E-07,6.21E-06
ACOX2,1166.336116,-1.224719896,0.277351591,1.85E-06,2.61E-05
